|new_summary|sentiment_score
1748|Gold and silver futures reached record highs following news of a DOJ investigation into Federal Reserve Chair Jerome Powell, with gold increasing by 2.5% and silver by 7.3%. This surge indicates a shift toward safe-haven investments amid market uncertainty.|4.0
1749|The U.S. has permitted Mexico to supply oil to Cuba, going against Trump's previous commitment to halt such shipments. This shift may have implications for geopolitical dynamics in the region.|3.0
1750|Senate Majority Leader Thune emphasizes the need for a swift resolution to the federal probe of Powell, advocating for the independence of the Fed.|3.0
1751|Trump has expressed dissatisfaction with Pam Bondi's performance, as reported by WSJ, indicating ongoing complaints to his aides.|2.0
1752|The Justice Department's investigation of Jay Powell is strengthening Federal Reserve leaders' resolve against Donald Trump's criticisms, as reported by the Financial Times.|2.8
1753|Trump announced that countries conducting business with Iran will face a 25% tariff from the US, indicating a significant shift in trade policy.|1.0
1754|President Trump announced a 25% tariff on any country conducting business with Iran, effective immediately, affecting trade relations with the U.S.|1.0
1755|Trump criticized the Congestion Pricing policy in Manhattan, labeling it a disaster that must be terminated immediately. He expressed concern for New York's future under such policies.|1.0
1756|Bessent has urged various foreign finance ministers to enhance their supply chain resiliency, as stated by the Treasury Department.|3.0
1757|Bessent expressed optimism regarding nations' commitment to prudent derisking and the need to address deficiencies in critical minerals supply chains, according to the Treasury Department.|4.0
1758|A Kyiv official has warned residents to seek safety as Russian forces are launching ballistic missile attacks on the capital.|0.0
1759|Russia has conducted an overnight air attack targeting Ukraine's air defense units in Kyiv, as reported by the mayor.|1.0
1760|OPENAI is anticipated to showcase a Super Bowl ad for the second consecutive year.|4.0
1761|Trump states that tech companies are required to cover the costs of electric bills for data centers and hints at upcoming announcements regarding this issue.|3.0
1762|Trump announced that Microsoft will implement significant changes aimed at preventing Americans from facing increased utility bills due to power consumption.|4.0
1763|NVIDIA has clarified that they do not require customers to make upfront payments for H200 chips and would not ask customers to pay for products they do not receive.|4.0
1764|Federal Reserve official Williams indicated that the central bank is not facing strong pressure to alter interest rates.|3.0
1765|Fed's Williams emphasizes the importance of understanding the role of the next Fed Chair, highlighting the critical nature of the position.|3.0
1766|Citi has set a 0-3 month price target of $5,000 per ounce for gold and $100 per ounce for silver, asserting that silver is expected to outperform gold.|4.0
1767|JPMorgan Chase CEO Jamie Dimon highlights the resilience of the U.S. economy, citing steady consumer spending and business health, despite risks such as sticky inflation and geopolitical tensions.|4.0
1768|Cryptocurrencies, particularly Bitcoin and Ether, are showing gradual recovery; however, continued outflows from crypto funds and investor caution are limiting gains. IG analyst Chris Beauchamp emphasizes the need for Bitcoin to maintain above $95,000 for a significant upward shift as the market watches upcoming U.S. economic data.|3.0
1769|Bank of America warns that a Justice Department probe into Fed Chair Jerome Powell could complicate U.S. rate cuts, while an upcoming Supreme Court case with Governor Lisa Cook may significantly impact future monetary policy.|2.0
1770|Hedge funds have reported their strongest performance in 16 years, achieving a 12.6% gain in 2025, with healthcare-focused funds leading the way at a 33.8% surge, according to Hedge Fund Research.|4.0
1771|KeyBanc has upgraded AMD to Overweight from Sector Weight, setting a price target of $270, citing strong demand in server CPUs and anticipated AI revenue growth.|4.5
1772|KeyBanc expresses a bullish outlook on NVIDIA ($NVDA) and Micron ($MU) following an Asia trip, highlighting strong demand in the AI and memory sectors. However, it turned cautious on Qualcomm ($QCOM) due to declining demand in China.|4.0
1773|The CEO of BNY criticized the Trump administration's pressure on the Federal Reserve, deeming it counterproductive.|1.0
1774|The CEO of BNY warns that increased pressure on the Federal Reserve may result in rising interest rates.|1.0
1775|BNY's CEO emphasized the importance of the Federal Reserve's independence for the stability of the bond market.|4.0
1776|Yoon, the former leader of South Korea, faces calls for a death sentence from independent counsel due to his imposition of martial law. This development indicates significant political turmoil in the country.|1.0
1777|The Trump administration has decided to terminate the Temporary Protected Status for thousands of Somali immigrants in the United States, as reported by Fox News.|1.0
1778|Venezuela's state oil company, PDVSA, is initiating well reopenings to boost crude output, according to sources. This move is aimed at recovering production levels in the country's oil sector.|4.0
1779|Venezuela's oil production has decreased significantly, dropping to approximately 880,000 barrels per day last week from 1.16 million barrels per day in late November, according to independent figures.|1.0
